product_name,product_type,sales_volume,price,sale_time,date,platform,brand,reviews,rating
Stand-alone empowering groupware,Sản phẩm chống nắng,144,14.58,Tháng 7,2022-10-15,Lazada,L'Oreal Paris,40,2.4
Enhanced demand-driven service-desk,Serum vitamin C,2904,329.9,Tháng 11,2023-02-11,Shopee,Tarte Cosmetics,47,4.9
Assimilated multimedia data-warehouse,Bột ăn dặm,204,159.52,Tháng 1,2024-06-02,Shopee,Almay,157,4.3
Exclusive contextually-based capability,Nước hoa,1966,428.7,Tháng 4,2024-01-11,Lazada,Dr. Jart+,747,4.6
Seamless discrete implementation,Sản phẩm công nghệ,645,387.26,Tháng 9,2022-04-27,Shopee,The Inkey List,715,5.0
Ergonomic reciprocal forecast,Nước hoa nữ,928,474.43,Tháng 4,2022-05-16,Shopee,Tony Moly,184,1.5
Multi-layered asymmetric orchestration,Kem chống nắng hóa học,4588,173.77,Tháng 6,2022-09-29,Lazada,Too Faced,647,3.9
Quality-focused local collaboration,Mỹ phẩm trang điểm,4176,170.88,Tháng 8,2023-01-14,Shopee,Shiseido,156,2.7
Visionary non-volatile success,Sản phẩm công nghệ,2306,148.96,Tháng 11,2023-03-22,Shopee,Almay,376,4.0
Intuitive uniform challenge,Sữa tắm,2190,369.15,Tháng 2,2023-02-19,Shopee,Simple,589,2.5
Networked bandwidth-monitored conglomeration,Sản phẩm chống gàu,1046,203.57,Tháng 10,2023-11-09,Shopee,Althea,816,1.3
Optimized optimizing migration,Mặt nạ thiên nhiên,3666,425.9,Tháng 4,2022-08-28,Shopee,Lancôme,746,1.3
Secured even-keeled process improvement,Sản phẩm bảo vệ môi trường,4466,202.48,Tháng 3,2024-02-24,Shopee,Nike,493,3.6
Quality-focused encompassing database,Bánh ngọt,3658,300.92,Tháng 8,2023-01-06,Shopee,TRESemmé,841,5.0
Integrated logistical capability,Thiết bị văn phòng,3830,383.88,Tháng 1,2023-09-29,Shopee,Revlon,157,3.8
Synchronized needs-based intranet,Sách,2775,131.72,Tháng 6,2023-08-17,Lazada,Sony,147,5.0
Centralized bandwidth-monitored secured line,Sản phẩm chăm sóc thú cưng,511,495.45,Tháng 7,2024-01-13,Shopee,Samsung,731,1.5
Self-enabling neutral ability,Mỹ phẩm Hàn Quốc,3676,210.52,Tháng 6,2022-01-26,Lazada,L'Oréal Professionnel,3,2.1
Triple-buffered composite definition,Son môi,1705,97.24,Tháng 10,2024-10-23,Lazada,Revlon,543,1.4
Seamless contextually-based neural-net,Đồ chơi giáo dục,2975,491.85,Tháng 12,2023-11-10,Lazada,Tony Moly,855,4.2
Profound actuating forecast,Bảng phấn mắt,20,109.91,Tháng 4,2023-09-07,Lazada,Pond's,192,2.9
Exclusive value-added knowledgebase,Mì ăn liền,1107,66.89,Tháng 5,2023-07-10,Shopee,Innisfree,412,1.9
Focused mobile ability,Phụ kiện thời trang,3404,352.41,Tháng 1,2021-12-31,Shopee,Freeman,328,4.9
Expanded hybrid hub,Máy ảnh,2305,11.19,Tháng 3,2022-07-18,Shopee,Garnier,484,4.8
Managed interactive matrices,Điện tử,3968,45.83,Tháng 1,2023-03-15,Lazada,Nivea Men,498,1.2
Implemented interactive challenge,Bột ăn dặm,3947,311.97,Tháng 10,2024-03-05,Shopee,Head & Shoulders,980,1.6
Cloned holistic strategy,Đồ dùng học tập,543,319.4,Tháng 9,2022-10-10,Lazada,Urban Decay,402,3.4
Optional analyzing success,Máy ảnh,551,107.5,Tháng 3,2021-12-09,Lazada,Benefit Cosmetics,234,3.3
Implemented local workforce,Mặt nạ thiên nhiên,2933,192.19,Tháng 2,2022-07-02,Shopee,Dove,136,3.6
Cross-group executive portal,Kem chống nắng hóa học,4655,271.11,Tháng 8,2023-09-19,Shopee,Physiogel,167,3.1
Grass-roots mission-critical system engine,Sách,1880,382.36,Tháng 6,2023-06-15,Lazada,Wella,808,2.0
Ergonomic maximized ability,Sản phẩm dưỡng ẩm,1621,93.84,Tháng 4,2023-12-17,Shopee,Clinique,200,2.0
Polarized well-modulated moratorium,Kem chống nắng hóa học,2246,150.9,Tháng 12,2022-01-01,Lazada,LG,736,1.1
Advanced 24hour customer loyalty,Sản phẩm chăm sóc thú cưng,3745,164.27,Tháng 2,2022-04-28,Shopee,Vichy,414,1.4
Adaptive static protocol,Bảng phấn mắt,2784,200.02,Tháng 1,2024-09-21,Shopee,Adidas,184,4.0
Future-proofed systemic synergy,Sản phẩm công nghệ,1165,15.86,Tháng 2,2022-10-03,Shopee,Lancôme,624,1.2
Triple-buffered dedicated info-mediaries,Đồ gia dụng,4727,241.03,Tháng 3,2022-04-22,Lazada,Huda Beauty,556,4.4
Assimilated grid-enabled emulation,Dầu xả,4558,98.05,Tháng 6,2024-09-07,Lazada,Anastasia Beverly Hills,178,4.6
Stand-alone asynchronous collaboration,Đồ chơi giáo dục,3724,136.3,Tháng 3,2022-03-07,Lazada,MAC Cosmetics,775,2.0
Horizontal human-resource task-force,Đồ ăn nhanh,446,294.84,Tháng 7,2024-05-25,Shopee,Dove Men+Care,326,4.4
Centralized high-level archive,Dầu xả,344,479.28,Tháng 10,2022-01-04,Shopee,Shu Uemura,594,4.7
Reduced next generation standardization,Máy ảnh,1756,393.13,Tháng 6,2024-04-13,Shopee,Garnier Fructis,398,2.6
Multi-lateral fault-tolerant standardization,Sản phẩm làm đẹp,2656,125.72,Tháng 3,2023-12-21,Shopee,Physiogel,144,4.2
Distributed next generation application,Sản phẩm dưỡng ẩm,2064,234.98,Tháng 11,2022-01-18,Shopee,Paula's Choice,293,4.8
Progressive directional instruction set,Sản phẩm chống lão hóa,1525,156.68,Tháng 2,2024-01-29,Lazada,Aveda,812,4.3
Focused needs-based encryption,Thiết bị chiếu sáng,2433,485.5,Tháng 1,2023-05-10,Lazada,Fanta,26,2.3
Pre-emptive modular matrices,Mỹ phẩm Hàn Quốc,2622,272.09,Tháng 6,2024-03-02,Shopee,NARS,894,1.1
Decentralized context-sensitive pricing structure,Thực phẩm chức năng,4391,467.42,Tháng 9,2021-12-06,Lazada,Head & Shoulders,279,3.0
Decentralized non-volatile data-warehouse,Sản phẩm làm sạch,4965,25.93,Tháng 6,2022-08-17,Shopee,L'Occitane,37,1.1
Expanded systemic open architecture,Sản phẩm giảm thâm,2351,57.82,Tháng 5,2022-09-06,Shopee,Avène,592,4.8
Devolved intermediate circuit,Gia dụng,627,449.28,Tháng 4,2022-11-22,Shopee,Farsali,565,3.5
Configurable composite benchmark,Đồ dùng nhà bếp,704,95.82,Tháng 2,2023-04-02,Lazada,Yves Saint Laurent,740,4.7
Open-architected coherent pricing structure,Kem chống nắng vật lý,4782,348.7,Tháng 7,2022-09-10,Lazada,The Ordinary,777,3.5
Monitored zero administration complexity,Thiết bị âm thanh,1033,333.92,Tháng 8,2024-06-10,Shopee,Cosrx,945,1.8
Decentralized solution-oriented structure,Sản phẩm chăm sóc thú cưng,4300,361.57,Tháng 7,2021-12-25,Lazada,Innisfree,792,4.6
Organic secondary help-desk,Sách,2122,483.97,Tháng 5,2023-01-18,Lazada,Kraft,885,3.6
Virtual bi-directional collaboration,Sản phẩm chăm sóc sức khỏe,1780,116.41,Tháng 2,2023-02-18,Lazada,Lancôme,211,4.4
Extended needs-based capability,Nước hoa nữ,4622,459.34,Tháng 6,2024-04-15,Lazada,P&G,193,1.9
Profit-focused bandwidth-monitored middleware,Sản phẩm dưỡng tóc,2929,167.16,Tháng 4,2024-09-12,Shopee,L'Oréal Professionnel,823,1.4
Profit-focused executive infrastructure,Bột ăn dặm,3893,144.44,Tháng 7,2022-01-15,Shopee,Kose,172,2.2
Triple-buffered transitional encoding,Bút kẻ mắt,491,478.25,Tháng 7,2023-09-15,Shopee,L'Occitane,203,1.9
Managed modular parallelism,Mỹ phẩm,765,26.48,Tháng 12,2021-11-25,Shopee,Aveeno,24,2.0
Reduced grid-enabled strategy,Sản phẩm làm săn chắc,852,136.64,Tháng 9,2023-11-28,Shopee,Dior,759,3.6
Fully-configurable upward-trending encryption,Giày dép,747,209.34,Tháng 3,2023-01-27,Lazada,Shu Uemura,657,4.1
Multi-lateral bottom-line flexibility,Đồ uống,1425,375.29,Tháng 8,2022-05-21,Lazada,The Ordinary,541,4.4
Integrated reciprocal installation,Thiết bị chiếu sáng,2471,79.07,Tháng 4,2024-04-03,Shopee,Drunk Elephant,876,2.7
Customer-focused web-enabled migration,Mặt nạ dưỡng da,2803,94.91,Tháng 8,2023-09-14,Lazada,Althea,577,2.1
Diverse tertiary architecture,Kem chống nắng hóa học,3742,424.38,Tháng 5,2024-04-24,Lazada,Coca-Cola,131,1.5
Diverse even-keeled attitude,Sản phẩm làm mềm da,3062,49.97,Tháng 7,2022-07-29,Lazada,MAC Cosmetics,85,1.6
Sharable motivating parallelism,Sản phẩm công nghệ,2940,269.17,Tháng 8,2023-01-20,Lazada,Anastasia Beverly Hills,996,4.8
Future-proofed zero administration frame,Sản phẩm bảo vệ môi trường,3268,131.35,Tháng 9,2022-05-25,Lazada,Eucerin,726,2.3
Decentralized human-resource portal,Sản phẩm tập thể dục,2737,107.69,Tháng 12,2022-03-01,Lazada,Freeman,176,1.1
Future-proofed disintermediate core,Thực phẩm sạch,1497,289.06,Tháng 3,2024-08-25,Shopee,Simple,169,4.0
Streamlined needs-based standardization,Nước tẩy trang,220,146.66,Tháng 9,2022-10-13,Shopee,NARS,152,2.9
Realigned multimedia open architecture,Thiết bị gia đình,3825,129.98,Tháng 3,2021-12-13,Shopee,Burt's Bees,737,1.2
Reduced didactic toolset,Thiết bị gia đình,4351,483.98,Tháng 6,2022-02-18,Shopee,Jojoba Oil,706,3.1
Public-key multi-state Local Area Network,Thực phẩm chức năng giảm cân,1587,161.07,Tháng 4,2022-02-28,Lazada,Estée Lauder,788,1.2
Virtual holistic attitude,Sản phẩm làm mềm da,1612,118.35,Tháng 1,2021-11-05,Lazada,Olay Regenerist,871,1.8
Secured solution-oriented knowledgebase,Phụ kiện thời trang,4705,494.2,Tháng 4,2023-08-25,Lazada,Clinique for Men,402,4.7
Synergistic client-server policy,Dầu gội,3469,20.54,Tháng 1,2022-07-22,Lazada,Apple,408,2.9
Monitored radical strategy,Bánh ngọt,1273,325.14,Tháng 9,2021-11-10,Lazada,Dior,384,3.5
Business-focused content-based complexity,Nước tẩy trang,3984,318.59,Tháng 1,2022-06-22,Shopee,CeraVe,465,4.2
Synergistic reciprocal productivity,Mỹ phẩm,331,367.95,Tháng 5,2022-09-06,Lazada,The Inkey List,453,3.1
Phased actuating adapter,Sản phẩm chăm sóc sức khỏe,3341,134.94,Tháng 3,2022-09-18,Shopee,Colgate,842,1.6
Balanced incremental conglomeration,Sản phẩm chăm sóc thú cưng,2715,301.65,Tháng 7,2024-05-29,Shopee,The Ordinary,552,2.0
Team-oriented attitude-oriented moderator,Thiết bị âm thanh,968,478.42,Tháng 1,2023-08-30,Lazada,SNAILWHITE,388,4.4
Automated client-server time-frame,Nước hoa nam,1069,431.17,Tháng 5,2024-04-01,Shopee,Clarins,897,3.8
Synergized context-sensitive middleware,Sản phẩm xịt khoáng,1082,173.36,Tháng 8,2024-06-24,Lazada,The Inkey List,249,2.7
Compatible static array,Thời trang,1847,449.48,Tháng 7,2021-12-16,Shopee,Althea,437,1.7
Optional local database,Mỹ phẩm Hàn Quốc,3493,448.25,Tháng 9,2024-10-22,Lazada,Himalaya,852,4.8
Mandatory clear-thinking product,Gia dụng,4101,186.39,Tháng 3,2022-01-09,Shopee,Dell,126,4.5
Re-engineered system-worthy artificial intelligence,Mặt nạ dưỡng da,4613,459.48,Tháng 10,2022-02-02,Shopee,Zara,25,1.9
Mandatory analyzing parallelism,Túi xách,2875,453.56,Tháng 10,2023-05-10,Lazada,Cosrx,793,2.4
Polarized responsive intranet,Sản phẩm dưỡng móng,1667,476.94,Tháng 1,2022-06-28,Shopee,Tony Moly,6,1.1
Distributed local knowledge user,Máy sấy tóc,3858,130.52,Tháng 1,2022-01-20,Lazada,Garnier SkinActive,294,2.6
Re-engineered systematic strategy,Thiết bị chiếu sáng,4910,236.78,Tháng 7,2024-08-14,Lazada,Mason Jar,475,4.7
Universal global projection,Sản phẩm bảo vệ môi trường,1042,215.36,Tháng 2,2022-11-09,Shopee,Paula's Choice,728,5.0
Synchronized full-range success,Điện tử,3225,208.55,Tháng 2,2023-01-29,Lazada,Dove,516,4.9
Self-enabling fresh-thinking Local Area Network,Nước tẩy trang,3717,155.87,Tháng 12,2024-06-13,Shopee,Coca-Cola,55,1.2
Visionary 4thgeneration solution,Sản phẩm dưỡng móng,690,220.89,Tháng 6,2023-12-09,Shopee,Revlon,794,3.1
Stand-alone upward-trending extranet,Kem chống nắng vật lý,4625,299.22,Tháng 9,2024-07-07,Shopee,Nivea Men,84,3.6
Exclusive clear-thinking contingency,Sản phẩm làm sạch sâu,2437,202.55,Tháng 3,2023-01-08,Lazada,Zara,569,3.9
Re-contextualized next generation budgetary management,Đồ chơi giáo dục,330,496.56,Tháng 4,2024-06-22,Lazada,Urban Decay,617,1.2
Upgradable static hardware,Dầu gội,4502,283.57,Tháng 4,2021-11-08,Shopee,Tatcha,744,4.5
Streamlined dedicated definition,Sản phẩm chống lão hóa,4380,131.99,Tháng 7,2023-11-10,Lazada,Freeman,679,2.7
Cross-platform context-sensitive implementation,Sản phẩm làm săn chắc,3868,13.12,Tháng 12,2022-10-19,Lazada,Etude House,776,2.8
Distributed explicit support,Sản phẩm làm mềm da,1603,54.27,Tháng 6,2024-03-05,Shopee,Huda Beauty,326,3.1
Secured cohesive instruction set,Thiết bị gia đình,516,495.92,Tháng 11,2023-12-01,Lazada,O.P.I.,68,4.6
Ergonomic intangible encoding,Serum vitamin C,1357,34.87,Tháng 1,2024-03-04,Lazada,Dr. Jart+,768,4.5
Visionary leadingedge forecast,Thời trang,4150,173.26,Tháng 7,2021-12-22,Lazada,Clinique for Men,392,1.2
Decentralized reciprocal algorithm,Sản phẩm giảm thâm,1295,470.34,Tháng 5,2024-07-06,Shopee,The Inkey List,157,3.1
Configurable non-volatile application,Đồ chơi giáo dục,404,486.84,Tháng 3,2021-12-06,Lazada,Garnier,348,4.0
User-friendly empowering open system,Bút kẻ mày,2302,102.61,Tháng 5,2024-05-04,Lazada,The Ordinary,635,3.2
Enterprise-wide contextually-based capability,Sản phẩm dưỡng móng,2078,98.15,Tháng 12,2024-09-16,Shopee,Jojoba Oil,650,1.1
Exclusive context-sensitive challenge,Mặt nạ thiên nhiên,3528,52.27,Tháng 1,2023-06-15,Lazada,Dr. Jart+,428,4.5
User-centric tangible support,Đồ dùng trẻ em,4084,441.8,Tháng 12,2024-06-24,Lazada,Huda Beauty,758,5.0
Multi-layered multi-state contingency,Máy tính xách tay,1618,331.99,Tháng 1,2022-12-14,Lazada,Tatcha,261,3.2
Grass-roots static data-warehouse,Sản phẩm làm mềm da,4262,15.93,Tháng 10,2023-12-06,Lazada,Drunk Elephant,325,3.3
Networked explicit contingency,Điện thoại thông minh,2843,398.65,Tháng 10,2024-06-06,Shopee,SNAILWHITE,504,4.9
Multi-tiered directional emulation,Đồ handmade,4056,267.98,Tháng 12,2023-01-02,Lazada,Sony,646,3.1
Re-engineered multimedia protocol,Đồ dùng trẻ em,2227,198.33,Tháng 6,2023-06-15,Lazada,Avène,624,2.8
De-engineered dedicated archive,Thực phẩm chức năng giảm cân,53,89.52,Tháng 9,2023-09-14,Shopee,Essie,343,1.1
Horizontal 5thgeneration neural-net,Thiết bị âm thanh,1823,366.32,Tháng 1,2021-11-18,Shopee,Shiseido,704,4.3
Assimilated 5thgeneration definition,Sữa tắm,4733,424.43,Tháng 2,2024-01-28,Lazada,TIGI,366,1.2
Grass-roots cohesive website,Bột ăn dặm,4065,484.74,Tháng 9,2023-06-04,Lazada,NARS,788,3.1
Automated modular policy,Nước tẩy trang,861,193.94,Tháng 7,2022-04-06,Shopee,Apple,680,2.2
Centralized bifurcated model,Điện tử,4347,17.34,Tháng 9,2024-06-14,Shopee,Wella,17,4.8
Function-based zero administration pricing structure,Đồ uống,3150,235.74,Tháng 1,2022-04-18,Shopee,Revlon,441,3.9
Sharable bi-directional neural-net,Phụ kiện thời trang,3928,139.6,Tháng 3,2023-11-04,Lazada,Olay Regenerist,400,1.7
Configurable 4thgeneration array,Gel tắm,2712,79.32,Tháng 9,2024-09-16,Shopee,Olay Regenerist,760,2.0
Extended solution-oriented installation,Sản phẩm chống gàu,2028,141.34,Tháng 7,2023-09-04,Lazada,Bobbi Brown,816,1.4
Realigned methodical emulation,Đồ chơi,3567,484.27,Tháng 6,2022-02-10,Shopee,SK-II,522,3.1
Automated directional data-warehouse,Đồ gỗ,4997,90.0,Tháng 8,2023-05-01,Lazada,Paula's Choice,167,4.9
De-engineered solution-oriented forecast,Thiết bị thể thao,204,362.16,Tháng 3,2023-01-16,Shopee,Nike,897,3.5
Sharable multimedia neural-net,Mỹ phẩm Hàn Quốc,923,161.08,Tháng 10,2023-12-30,Lazada,Essie,778,2.9
Switchable bottom-line circuit,Gel tắm,3226,366.48,Tháng 6,2022-01-25,Shopee,Dove Purely Pampering,142,1.3
Focused fresh-thinking data-warehouse,Thiết bị âm thanh,232,427.96,Tháng 12,2021-11-01,Lazada,Nike,772,2.2
Grass-roots interactive implementation,Sách,2485,295.57,Tháng 1,2023-08-26,Shopee,Fanta,663,1.3
Inverse needs-based alliance,Tinh chất dưỡng da,3521,148.9,Tháng 11,2022-11-08,Lazada,Clarins,657,3.1
De-engineered 6thgeneration encryption,Bút kẻ mày,4333,396.47,Tháng 4,2021-11-20,Lazada,Fanta,838,3.2
Advanced modular system engine,Giày dép,4879,455.34,Tháng 10,2022-05-04,Lazada,Shu Uemura,235,3.7
Persevering coherent attitude,Dầu tẩy trang,379,209.46,Tháng 2,2023-06-06,Lazada,Maybelline,887,2.4
Programmable user-facing neural-net,Thiết bị điện tử,4483,304.11,Tháng 3,2021-11-08,Shopee,Jojoba Oil,661,2.5
Seamless needs-based initiative,Túi xách,3931,493.51,Tháng 10,2024-07-02,Lazada,Dr. Jart+,448,2.9
Cloned grid-enabled flexibility,Thiết bị văn phòng,2134,147.95,Tháng 1,2023-05-07,Lazada,CeraVe,967,4.6
Customer-focused foreground attitude,Sản phẩm làm sạch,1377,282.64,Tháng 2,2022-05-24,Shopee,Revlon,780,4.2
Implemented logistical alliance,Sản phẩm chống nắng,1164,291.33,Tháng 9,2024-08-24,Lazada,Yves Saint Laurent,775,3.1
Multi-channeled modular adapter,Thực phẩm,4113,203.79,Tháng 5,2022-12-24,Shopee,Paula's Choice,346,4.7
Self-enabling real-time task-force,Son bóng,4704,273.27,Tháng 1,2024-05-11,Shopee,Olay,43,1.4
Quality-focused bandwidth-monitored matrices,Son bóng,3377,69.01,Tháng 5,2024-09-24,Lazada,Sony,315,3.2
Quality-focused optimal moratorium,Sản phẩm làm sạch cơ thể,3099,298.39,Tháng 9,2023-02-24,Shopee,Shu Uemura,702,3.0
Focused high-level challenge,Thiết bị âm thanh,4581,171.97,Tháng 11,2021-12-14,Shopee,The Body Shop,727,2.8
Progressive bi-directional archive,Mỹ phẩm trang điểm,203,161.55,Tháng 1,2024-09-07,Shopee,Revlon,562,4.1
Ergonomic methodical strategy,Nội thất,358,364.41,Tháng 6,2024-06-21,Lazada,Mason Jar,495,4.3
Front-line stable attitude,Kem dưỡng,3084,194.98,Tháng 1,2024-05-12,Lazada,Dove,984,4.8
Pre-emptive radical frame,Nước cân bằng,278,26.73,Tháng 6,2022-01-10,Lazada,Kiehl's,461,1.1
Centralized responsive website,Sản phẩm trị mụn,1457,69.75,Tháng 1,2023-05-01,Lazada,TRESemmé,875,2.4
Upgradable neutral application,Túi xách,4936,141.66,Tháng 9,2023-11-20,Lazada,Essie,920,3.7
Horizontal user-facing contingency,Nước hoa nam,1831,432.87,Tháng 12,2021-11-12,Lazada,NARS,338,2.1
Expanded even-keeled monitoring,Nước hoa nam,87,430.23,Tháng 6,2022-08-12,Shopee,MAC Cosmetics,309,2.5
Total context-sensitive middleware,Sản phẩm dưỡng tóc,4104,328.99,Tháng 1,2023-03-28,Shopee,Garnier,422,3.4
Optimized mobile circuit,Gia dụng,719,249.03,Tháng 9,2021-11-07,Shopee,Dior,569,4.3
Business-focused empowering encryption,Đồ ăn nhanh,2090,409.3,Tháng 9,2023-04-20,Lazada,Garnier SkinActive,151,2.1
De-engineered neutral superstructure,Dầu gội,3704,387.48,Tháng 2,2023-02-04,Lazada,Olay,638,3.1
Synergized leadingedge data-warehouse,Đồ ăn nhanh,3875,152.02,Tháng 9,2022-10-16,Shopee,Coca-Cola,851,2.5
Distributed static knowledgebase,Thực phẩm,1866,255.27,Tháng 10,2022-02-14,Lazada,Yves Rocher,468,4.9
Organic transitional projection,Thời trang,3946,220.82,Tháng 8,2023-01-29,Lazada,L'Occitane,143,4.5
Virtual logistical methodology,Đồ gỗ,3368,249.44,Tháng 3,2024-07-13,Shopee,Bioré,140,2.6
Open-source well-modulated hierarchy,Kem chống nắng vật lý,3811,324.06,Tháng 3,2021-12-15,Shopee,Tony Moly,455,3.2
Profound analyzing Internet solution,Máy sấy tóc,4511,97.64,Tháng 12,2022-08-15,Lazada,Kraft,339,2.0
Enhanced next generation migration,Sản phẩm xịt khoáng,2792,198.35,Tháng 3,2021-12-31,Shopee,Nivea Men,576,1.1
Ameliorated local challenge,Thực phẩm sạch,4027,106.25,Tháng 8,2023-11-30,Shopee,Tarte Cosmetics,292,1.2
Decentralized tertiary adapter,Đồ dùng học tập,2483,241.16,Tháng 5,2024-03-17,Lazada,Burt's Bees,596,1.3
Decentralized multi-state capacity,Thực phẩm chức năng giảm cân,4282,428.28,Tháng 7,2022-05-14,Shopee,Kraft,409,2.9
Team-oriented methodical collaboration,Đồ chơi giáo dục,4249,208.17,Tháng 5,2022-09-13,Lazada,Huda Beauty,270,3.0
Object-based asynchronous knowledgebase,Đồ dùng học tập,554,406.57,Tháng 7,2024-06-05,Shopee,Uniqlo,895,1.0
Extended regional capability,Mỹ phẩm châu Âu,4963,384.04,Tháng 6,2023-12-27,Shopee,MAC Cosmetics,812,3.5
Multi-layered neutral extranet,Mỹ phẩm trang điểm,1275,461.37,Tháng 5,2022-10-31,Shopee,Benefit Cosmetics,10,3.5
Streamlined dynamic matrices,Đồ ăn nhanh,4559,103.05,Tháng 7,2021-12-05,Shopee,The Ordinary,769,1.9
Customer-focused secondary circuit,Mặt nạ thiên nhiên,4770,86.26,Tháng 2,2021-11-05,Shopee,Maybelline,168,4.1
Innovative composite help-desk,Thiết bị gia đình,772,34.82,Tháng 11,2021-12-26,Lazada,TRESemmé,360,1.5
Enhanced systemic function,Thời trang,129,216.29,Tháng 11,2023-01-10,Lazada,Estée Lauder,928,3.8
Fundamental human-resource complexity,Thiết bị chiếu sáng,3558,402.2,Tháng 7,2023-09-10,Shopee,TRESemmé,918,1.1
Profit-focused uniform matrix,Sản phẩm làm trắng,89,160.3,Tháng 4,2023-07-05,Lazada,Revlon,378,1.2
Progressive upward-trending hub,Máy lọc không khí,4085,147.85,Tháng 8,2023-01-13,Lazada,Revlon,750,3.8
Mandatory bottom-line core,Serum vitamin C,1705,15.69,Tháng 3,2023-08-23,Lazada,Hada Labo,506,1.8
Multi-channeled directional task-force,Mỹ phẩm hữu cơ,3527,455.25,Tháng 4,2023-12-09,Lazada,Mason Jar,94,2.7
Fundamental attitude-oriented open architecture,Sản phẩm trị mụn,3500,116.56,Tháng 4,2024-01-24,Lazada,Avène,541,3.0
Profound clear-thinking structure,Sách,82,487.76,Tháng 6,2021-11-06,Lazada,Hada Labo,369,2.7
Cross-group full-range productivity,Sản phẩm du lịch,2985,494.57,Tháng 12,2023-06-19,Lazada,L'Occitane,546,1.5
Streamlined stable protocol,Nước tẩy trang,3328,67.62,Tháng 4,2022-08-31,Lazada,Shu Uemura,572,3.3
Exclusive fresh-thinking forecast,Đồ gỗ,2271,159.39,Tháng 9,2022-05-16,Lazada,Dell,31,3.1
Programmable modular structure,Giày dép,1914,417.75,Tháng 3,2023-09-03,Shopee,Wella,202,4.8
Vision-oriented methodical framework,Thực phẩm chức năng giảm cân,1135,97.17,Tháng 6,2023-06-20,Shopee,Burt's Bees,879,2.7
Open-source uniform secured line,Mỹ phẩm hữu cơ,4260,490.49,Tháng 3,2022-04-28,Lazada,Nestle,716,1.5
Versatile multi-tasking superstructure,Sản phẩm làm trắng,457,293.88,Tháng 5,2022-05-16,Shopee,Dove,906,3.7
Ameliorated foreground middleware,Bánh ngọt,3901,59.22,Tháng 9,2023-06-16,Lazada,Biore,573,4.9
Focused leadingedge knowledge user,Sản phẩm trị mụn,3608,204.82,Tháng 3,2021-11-28,Shopee,Maybelline,79,1.7
Pre-emptive coherent access,Mặt nạ thiên nhiên,2528,344.07,Tháng 2,2023-03-06,Shopee,Pond's,436,4.9
Switchable client-driven knowledgebase,Đồ bơi,1019,431.53,Tháng 3,2024-09-11,Shopee,Dove,187,4.6
Open-source systematic policy,Sản phẩm giảm thâm,761,206.33,Tháng 8,2024-07-26,Shopee,Innisfree,361,2.1
Synchronized dedicated service-desk,Sản phẩm hỗ trợ sinh lý,1341,273.49,Tháng 4,2022-05-03,Lazada,Essie,369,3.0
Optional neutral throughput,Gel tắm,1933,55.24,Tháng 11,2023-11-20,Lazada,The Inkey List,94,3.4
Secured exuding array,Nước hoa nữ,544,251.99,Tháng 12,2024-08-09,Lazada,Dove Men+Care,359,2.2
Assimilated tangible frame,Phụ kiện thời trang,1875,454.3,Tháng 10,2022-11-21,Lazada,Eucerin,338,3.6
Optional modular encoding,Sản phẩm bảo vệ môi trường,198,184.67,Tháng 10,2023-05-21,Lazada,Almay,75,1.5
Profound dedicated complexity,Sản phẩm làm săn chắc,3472,93.93,Tháng 3,2023-06-26,Lazada,Kose,703,4.4
Re-engineered holistic pricing structure,Kem mắt,4571,492.85,Tháng 6,2024-06-02,Lazada,Paula's Choice,514,3.4
Persistent content-based superstructure,Đồ dùng học tập,2378,106.3,Tháng 8,2023-03-11,Lazada,L'Occitane,411,3.8
Stand-alone interactive framework,Mặt nạ thiên nhiên,1627,310.39,Tháng 6,2022-06-06,Lazada,The Body Shop Tea Tree,104,3.4
Integrated system-worthy contingency,Sản phẩm trị mụn,4915,374.35,Tháng 2,2024-01-22,Shopee,Clarins,666,4.2
Down-sized fault-tolerant analyzer,Gia dụng,1841,383.45,Tháng 12,2023-04-17,Lazada,L'Oréal,463,3.7
Enterprise-wide user-facing algorithm,Mì ăn liền,1451,120.81,Tháng 3,2022-01-26,Lazada,Sony,379,4.8
Re-engineered empowering interface,Đồ dùng học tập,4434,96.15,Tháng 5,2022-02-13,Lazada,Burt's Bees,189,3.5
Switchable intermediate flexibility,Thiết bị thể thao,2190,21.2,Tháng 6,2024-06-09,Lazada,Garnier Fructis,860,2.9
Configurable mobile website,Đồ dùng học tập,4782,383.1,Tháng 3,2023-10-10,Lazada,Dove Men+Care,866,2.9
Customizable attitude-oriented service-desk,Đồ gia dụng,1915,298.84,Tháng 9,2023-02-14,Shopee,Simple,246,3.7
Expanded didactic hierarchy,Sản phẩm bảo vệ môi trường,2886,483.92,Tháng 5,2021-11-26,Shopee,Clinique for Men,906,2.0
Profound directional concept,Son môi,4822,462.64,Tháng 2,2023-10-30,Lazada,Shu Uemura,289,2.2
Synergistic homogeneous Local Area Network,Bảng phấn mắt,4782,487.66,Tháng 10,2024-01-21,Lazada,Coty,212,2.7
Re-engineered solution-oriented open architecture,Sản phẩm chống lão hóa,15,110.72,Tháng 6,2024-06-11,Lazada,The Ordinary,827,4.3
Function-based incremental application,Kem chống nắng hóa học,4919,306.74,Tháng 6,2024-06-23,Lazada,SK-II,556,3.2
